productId,code,name,value
59362957,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
67865487,publisher_vn,Công ty phát hành,Alpha Books
67865487,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
68774264,publisher_vn,Công ty phát hành,Saigon Books
68774264,publication_date,Ngày xuất bản,2020-09-01 00:00:00
68774264,dimensions,Kích thước,14 x 20.5 cm
68774264,book_cover,Loại bìa,Bìa mềm
68774264,number_of_page,Số trang,200
68774264,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
68774264,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
6926841,publisher_vn,Công ty phát hành,KNBooks
6926841,dimensions,Kích thước,16 X 24 cm
6926841,number_of_page,Số trang,503
6926841,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
70844532,publisher_vn,Công ty phát hành,Nhã Nam
70844532,publication_date,Ngày xuất bản,2020-10-15 00:00:00
70844532,dimensions,Kích thước,15.5 x 24 cm
70844532,dich_gia,Dịch Giả,Thiếu Khanh
70844532,book_cover,Loại bìa,Bìa cứng
70844532,number_of_page,Số trang,572
70844532,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
70844532,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
72459678,publisher_vn,Công ty phát hành,Omega Plus
72459678,publication_date,Ngày xuất bản,2020-11-01 00:00:00
72459678,dimensions,Kích thước,16 x 24 cm
72459678,dich_gia,Dịch Giả,Nguyễn Hoàng Điệp-Đặng Việt Vinh
72459678,book_cover,Loại bìa,Bìa cứng
72459678,number_of_page,Số trang,1536
72459678,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
72459678,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
74571426,publisher_vn,Công ty phát hành,Công ty TNHH Quốc Tế Mai Hà
74571426,publication_date,Ngày xuất bản,2020-10-01 00:00:00
74571426,dimensions,Kích thước,16 x 24 cm
74571426,dich_gia,Dịch Giả,PGS.TS.NGƯT Nguyễn Thừa Hỷ
74571426,book_cover,Loại bìa,Bìa mềm
74571426,number_of_page,Số trang,238
74571426,manufacturer,Nhà xuất bản,Nhà Xuất Bản Khoa Học Xã Hội
7832997,publisher_vn,Công ty phát hành,Omega Plus
7832997,publication_date,Ngày xuất bản,2018-01-11 00:00:00
7832997,book_cover,Loại bìa,Bìa cứng
7832997,number_of_page,Số trang,648
7832997,manufacturer,Nhà xuất bản,Nhà Xuất Bản Hồng Đức
80417220,book_version,Phiên bản sách,Phiên bản thường
80417220,publisher_vn,Công ty phát hành,Nhà sách Minh Thắng
80417220,publication_date,Ngày xuất bản,2020-12-15 00:00:00
80417220,dimensions,Kích thước,16 x 24 cm
80417220,book_cover,Loại bìa,Bìa mềm
80417220,number_of_page,Số trang,700
80417220,manufacturer,Nhà xuất bản,Nhà Xuất Bản Văn Học
89624475,publisher_vn,Công ty phát hành,DT Books
89624475,publication_date,Ngày xuất bản,2019-05-29 14:48:25
89624475,dich_gia,Dịch Giả,Lê Nguyễn
89624475,book_cover,Loại bìa,Bìa mềm
89624475,number_of_page,Số trang,454
89624475,manufacturer,Nhà xuất bản,Nhà Xuất Bản Tổng hợp TP.HCM
90227346,book_version,Phiên bản sách,Phiên bản thường
90227346,publisher_vn,Công ty phát hành,Alpha Books
90227346,publication_date,Ngày xuất bản,2021-04-09 13:10:07
90227346,dimensions,Kích thước,27.5 x 20.5 cm
90227346,dich_gia,Dịch Giả,Trân Trí
90227346,book_cover,Loại bìa,Bìa cứng
90227346,number_of_page,Số trang,248
90227346,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
100384412,book_version,Phiên bản sách,Phiên bản thường
100384412,publisher_vn,Công ty phát hành,Alphabooks
100384412,publication_date,Ngày xuất bản,2021-05-15 00:00:00
100384412,dimensions,Kích thước,13 x 20.5 cm
100384412,dich_gia,Dịch Giả,Alphabooks
100384412,book_cover,Loại bìa,Bìa mềm
100384412,number_of_page,Số trang,516
100384412,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
100931414,book_version,Phiên bản sách,Phiên bản thường
100931414,publisher_vn,Công ty phát hành,Thái Hà
100931414,publication_date,Ngày xuất bản,2021-05-15 00:00:00
100931414,dimensions,Kích thước,13 x 19 cm
100931414,dich_gia,Dịch Giả,"Song Liên, Linh Như"
100931414,book_cover,Loại bìa,Bìa mềm
100931414,number_of_page,Số trang,180
100931414,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
10643534,publisher_vn,Công ty phát hành,Minh Long
10643534,book_cover,Loại bìa,Bìa mềm
113228772,publisher_vn,Công ty phát hành,NXB Thế Giới
113228772,publication_date,Ngày xuất bản,2021-07-10 09:00:00
113228772,edition,Phiên bản,1st edition
113228772,dich_gia,Dịch Giả,Trần Thị Việt Hà
113228772,book_cover,Loại bìa,Bìa mềm
113228772,number_of_page,Số trang,175
113228772,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
11413606,publisher_vn,Công ty phát hành,Nhà Xuất Bản Kim Đồng
11413606,publication_date,Ngày xuất bản,2019-03-01 00:00:00
11413606,dimensions,Kích thước,13 x 13 cm
11413606,book_cover,Loại bìa,Bìa mềm
11413606,number_of_page,Số trang,88
11413606,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
125362334,book_version,Phiên bản sách,Phiên bản thường
125362334,publisher_vn,Công ty phát hành,Booklife
125362334,publication_date,Ngày xuất bản,2021-09-01 00:00:00
125362334,dimensions,Kích thước,16 x 24 cm
125362334,dich_gia,Dịch Giả,Thảo Hà
125362334,book_cover,Loại bìa,Bìa mềm
125362334,number_of_page,Số trang,434
125362334,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thanh Niên
127032038,publisher_vn,Công ty phát hành,NXB Trẻ
127032038,manufacturer,Nhà xuất bản,NXB Trẻ
131497044,book_version,Phiên bản sách,Phiên bản thường
131497044,publisher_vn,Công ty phát hành,First News - Trí Việt
131497044,publication_date,Ngày xuất bản,2021-10-01 00:00:00
131497044,dimensions,Kích thước,13 x 20.5 cm
131497044,dich_gia,Dịch Giả,Lê Nguyễn Khánh Dũng
131497044,book_cover,Loại bìa,Bìa gập
131497044,number_of_page,Số trang,216
131497044,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
137453195,publisher_vn,Công ty phát hành,NXB Trẻ
137453195,publication_date,Ngày xuất bản,2016-03-11 00:00:00
137453195,book_cover,Loại bìa,Bìa mềm
137453195,number_of_page,Số trang,196
137453195,manufacturer,Nhà xuất bản,NXB Trẻ
139979522,book_version,Phiên bản sách,Phiên bản thường
139979522,publisher_vn,Công ty phát hành,Thái Hà
139979522,publication_date,Ngày xuất bản,2021-11-11 00:00:00
139979522,dimensions,Kích thước,21 x 23.5 cm
139979522,dich_gia,Dịch Giả,Nguyễn Thị Hoa
139979522,book_cover,Loại bìa,Bìa mềm
139979522,number_of_page,Số trang,176
139979522,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
141483251,publisher_vn,Công ty phát hành,Minh Long
141483251,publication_date,Ngày xuất bản,2021-01-01 00:00:00
141483251,book_cover,Loại bìa,Bìa mềm
141483251,number_of_page,Số trang,256
141483251,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
141999012,publisher_vn,Công ty phát hành,Quảng Văn
141999012,manufacturer,Nhà xuất bản,NXB Dân Trí
143185998,book_version,Phiên bản sách,Phiên bản thường
143185998,publisher_vn,Công ty phát hành,Thái Hà
143185998,publication_date,Ngày xuất bản,2021-11-01 00:00:00
143185998,dimensions,Kích thước,21 x 23.5 cm
143185998,book_cover,Loại bìa,Bìa mềm
143185998,number_of_page,Số trang,395
143185998,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
149778535,publisher_vn,Công ty phát hành,Nhã Nam
149778535,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
149778535,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
15249070,publisher_vn,Công ty phát hành,Thái Hà
15249070,publication_date,Ngày xuất bản,2019-02-01 20:09:23
15249070,dimensions,Kích thước,"<p>18 x 23 cm</p>
<p>15.5 x 24cm</p>"
15249070,book_cover,Loại bìa,Bìa mềm
15249070,number_of_page,Số trang,504
155370834,publisher_vn,Công ty phát hành,Công Ty TNHH Sách và Thiết Bị Giáo Dục ID
155370834,publication_date,Ngày xuất bản,2021-07-15 16:13:24
155370834,book_cover,Loại bìa,Bìa mềm
155370834,number_of_page,Số trang,264
155370834,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
155463021,publisher_vn,Công ty phát hành,OMEGA PLUS+
155463021,publication_date,Ngày xuất bản,2022-01-01 00:00:00
155463021,dimensions,Kích thước,22 x 27 cm
155463021,dich_gia,Dịch Giả,Omega Plus+
155463021,book_cover,Loại bìa,Bìa cứng
155463021,number_of_page,Số trang,644
155463021,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
158019962,book_version,Phiên bản sách,Phiên bản thường
158019962,publisher_vn,Công ty phát hành,Thái Hà
158019962,publication_date,Ngày xuất bản,2022-01-01 00:00:00
158019962,dimensions,Kích thước,15.5 x 24 cm
158019962,book_cover,Loại bìa,Bìa mềm
158019962,number_of_page,Số trang,736
158019962,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
158019964,book_version,Phiên bản sách,Phiên bản thường
158019964,publisher_vn,Công ty phát hành,Thái Hà
158019964,publication_date,Ngày xuất bản,2022-01-01 00:00:00
158019964,dimensions,Kích thước,15.5 x 24 cm
158019964,book_cover,Loại bìa,Bìa mềm
158019964,number_of_page,Số trang,1050
158019964,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
160814425,publisher_vn,Công ty phát hành,Minh Long
160814425,dimensions,Kích thước,23 x 17 cm
160814425,book_cover,Loại bìa,Bìa mềm
160814425,number_of_page,Số trang,256
160814425,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
160814425,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
161207819,publisher_vn,Công ty phát hành,BIZBOOKS
161207819,manufacturer,Nhà xuất bản,hong duc
16391543,publisher_vn,Công ty phát hành,Saigon Books
16391543,publication_date,Ngày xuất bản,2019-05-01 00:00:00
16391543,dimensions,Kích thước,14 x 20.5 cm
16391543,book_cover,Loại bìa,Bìa mềm
16391543,number_of_page,Số trang,332
16391543,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
168559524,book_version,Phiên bản sách,Phiên bản thường
168559524,publisher_vn,Công ty phát hành,Thái Hà
168559524,publication_date,Ngày xuất bản,2022-02-01 00:00:00
168559524,dimensions,Kích thước,15.5x24cm
168559524,dich_gia,Dịch Giả,"Chu Thị Vân Anh, Nguyễn Ngọc Thiên Nhi"
168559524,book_cover,Loại bìa,Bìa mềm
168559524,number_of_page,Số trang,500
168559524,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
169606799,publisher_vn,Công ty phát hành,BIZBOOKS
169606799,publication_date,Ngày xuất bản,2022-03-03 00:00:00
169606799,dimensions,Kích thước,14 x 20.5 cm
169606799,dich_gia,Dịch Giả,Phạm Thị Vân
169606799,book_cover,Loại bìa,Bìa mềm
169606799,number_of_page,Số trang,295
169606799,manufacturer,Nhà xuất bản,Nhà Xuất Bản Hồng Đức
17016825,language_book,Ngôn ngữ,Tiếng Việt
17016825,publisher_vn,Công ty phát hành,Liên Việt
17016825,publication_date,Ngày xuất bản,2019-05-01 00:00:00
17016825,dimensions,Kích thước,16 x 24cm
17016825,book_cover,Loại bìa,Bìa mềm
17016825,number_of_page,Số trang,88
17016825,manufacturer,Nhà xuất bản,Nhà Xuất Bản Văn Học
170506718,publisher_vn,Công ty phát hành,Thái Hà
170506718,publication_date,Ngày xuất bản,2022-03-18 11:53:20
170506718,book_cover,Loại bìa,Bìa mềm
170506718,number_of_page,Số trang,650
170506718,manufacturer,Nhà xuất bản,nxb lao dong xa hoi
181122325,book_version,Phiên bản sách,Phiên bản thường
181122325,publisher_vn,Công ty phát hành,First News - Trí Việt
181122325,publication_date,Ngày xuất bản,2022-01-01 00:00:00
181122325,dimensions,Kích thước,19x26 cm
181122325,book_cover,Loại bìa,Bìa mềm
181122325,number_of_page,Số trang,176
181122325,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
181233138,language_book,Ngôn ngữ,Tiếng Việt
181233138,publisher_vn,Công ty phát hành,Alphabooks
181233138,publication_date,Ngày xuất bản,2022-05-17 16:40:02
181233138,book_cover,Loại bìa,Bìa mềm
181233138,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
181922750,publisher_vn,Công ty phát hành,First News - Trí Việt
181922750,manufacturer,Nhà xuất bản,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
184314877,publisher_vn,Công ty phát hành,BIZBOOKS
184314877,publication_date,Ngày xuất bản,2022-05-31 17:03:39
184314877,book_cover,Loại bìa,Bìa mềm
184314877,number_of_page,Số trang,1190
184314877,manufacturer,Nhà xuất bản,Nhà Xuất Bản Hồng Đức
184781428,book_version,Phiên bản sách,Phiên bản thường
184781428,publisher_vn,Công ty phát hành,Skybooks
184781428,publication_date,Ngày xuất bản,2022-06-06 00:00:00
184781428,dimensions,Kích thước,"13,5x20,5 cm"
184781428,dich_gia,Dịch Giả,MC Minh Trang (Mẹ Daisy – Bánh Mì)
184781428,book_cover,Loại bìa,Bìa mềm
184781428,number_of_page,Số trang,328
184781428,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
185271782,publisher_vn,Công ty phát hành,Minh Long
185271782,publication_date,Ngày xuất bản,2022-05-03 14:59:04
185271782,dich_gia,Dịch Giả,Thanh Nhã
185271782,book_cover,Loại bìa,Bìa mềm
185271782,number_of_page,Số trang,244
185271782,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
185658549,language_book,Ngôn ngữ,Tiếng Việt
185658549,publisher_vn,Công ty phát hành,Vizibook
185658549,publication_date,Ngày xuất bản,2021-04-24 00:00:00
185658549,dich_gia,Dịch Giả,Hoàng Việt
185658549,number_of_page,Số trang,32
185658549,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
185685733,publisher_vn,Công ty phát hành,Nhiều công ty phát hành
185685733,manufacturer,Nhà xuất bản,Nhiều Nhà Xuất Bản
192475873,book_version,Phiên bản sách,Phiên bản thường
192475873,publisher_vn,Công ty phát hành,Nhã Nam
192475873,publication_date,Ngày xuất bản,2022-07-07 00:00:00
192475873,dimensions,Kích thước,"14 x 20,5cm"
192475873,book_cover,Loại bìa,Bìa cứng
192475873,number_of_page,Số trang,316
192475873,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
193433626,book_version,Phiên bản sách,Phiên bản thường
193433626,publisher_vn,Công ty phát hành,Thái Hà
193433626,publication_date,Ngày xuất bản,2022-07-01 00:00:00
193433626,dimensions,Kích thước,14.5x20.5cm
193433626,book_cover,Loại bìa,Bìa mềm
193433626,number_of_page,Số trang,436
193433626,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
194104226,book_version,Phiên bản sách,Phiên bản thường
194104226,publisher_vn,Công ty phát hành,NXB Trẻ
194104226,publication_date,Ngày xuất bản,2022-08-08 00:00:00
194104226,dimensions,Kích thước,14 x 20 cm
194104226,dich_gia,Dịch Giả,Vũ Thị Mai Anh
194104226,number_of_page,Số trang,592
194104226,manufacturer,Nhà xuất bản,NXB Trẻ
195168929,publisher_vn,Công ty phát hành,Phụ Nữ
195168929,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
195168929,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
195624160,book_version,Phiên bản sách,Phiên bản thường
195624160,publisher_vn,Công ty phát hành,Minh Long
195624160,publication_date,Ngày xuất bản,2022-08-08 00:00:00
195624160,dimensions,Kích thước,17x23x1.7 cm
195624160,dich_gia,Dịch Giả,Cuốn
195624160,book_cover,Loại bìa,Bìa mềm
195624160,number_of_page,Số trang,256
195624160,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
195801298,book_version,Phiên bản sách,Phiên bản thường
195801298,publisher_vn,Công ty phát hành,Alphabooks
195801298,publication_date,Ngày xuất bản,2022-08-01 00:00:00
195801298,dimensions,Kích thước,14.0x20.5cm
195801298,book_cover,Loại bìa,Bìa mềm
195801298,number_of_page,Số trang,312
195801298,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
197096036,book_version,Phiên bản sách,Phiên bản thường
197096036,publisher_vn,Công ty phát hành,Alphabooks
197096036,publication_date,Ngày xuất bản,2022-09-01 00:00:00
197096036,dimensions,Kích thước,15 x 23 cm
197096036,dich_gia,Dịch Giả,Phương Anh
197096036,book_cover,Loại bìa,Bìa mềm
197096036,number_of_page,Số trang,320
197096036,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
197584816,publisher_vn,Công ty phát hành,Liên kết với tác giả
197584816,publication_date,Ngày xuất bản,2021-11-29 10:40:35
197584816,book_cover,Loại bìa,Bìa gập
197584816,number_of_page,Số trang,180
197584816,manufacturer,Nhà xuất bản,NXB Dân Trí
204027439,book_version,Phiên bản sách,Phiên bản thường
204027439,publisher_vn,Công ty phát hành,Minh Long
204027439,publication_date,Ngày xuất bản,2022-11-11 00:00:00
204027439,dimensions,Kích thước,17x23x3 cm
204027439,book_cover,Loại bìa,Bìa mềm
204027439,number_of_page,Số trang,416
204027439,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
204027455,book_version,Phiên bản sách,Phiên bản thường
204027455,publisher_vn,Công ty phát hành,Minh Long
204027455,publication_date,Ngày xuất bản,2022-11-11 00:00:00
204027455,dimensions,Kích thước,17x23x1 cm
204027455,book_cover,Loại bìa,Bìa mềm
204027455,number_of_page,Số trang,212
204027455,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
204875004,book_version,Phiên bản sách,Phiên bản thường
204875004,publisher_vn,Công ty phát hành,Tân Việt
204875004,publication_date,Ngày xuất bản,2022-11-11 00:00:00
204875004,dimensions,Kích thước,"14,5 x 20,5 cm"
204875004,dich_gia,Dịch Giả,Mỹ Linh
204875004,book_cover,Loại bìa,Bìa mềm
204875004,number_of_page,Số trang,275
204875004,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
205942263,book_version,Phiên bản sách,Phiên bản thường
205942263,publisher_vn,Công ty phát hành,Nhã Nam
205942263,publication_date,Ngày xuất bản,2022-11-11 00:00:00
205942263,dimensions,Kích thước,14 x 20.5cm
205942263,book_cover,Loại bìa,Bìa mềm
205942263,number_of_page,Số trang,287
205942263,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
20737986,book_version,Phiên bản sách,Phiên bản thường
20737986,publisher_vn,Công ty phát hành,NXB Kim Đồng
20737986,publication_date,Ngày xuất bản,2019-06-01 00:00:00
20737986,dimensions,Kích thước,17 x 24 cm
20737986,dich_gia,Dịch Giả,Nguyễn Thanh Vân
20737986,book_cover,Loại bìa,Bìa mềm
20737986,number_of_page,Số trang,196
20737986,manufacturer,Nhà xuất bản,Nhà Xuất Bản Kim Đồng
207754109,book_version,Phiên bản sách,Phiên bản thường
207754109,publisher_vn,Công ty phát hành,1980 Books
207754109,publication_date,Ngày xuất bản,2022-12-01 00:00:00
207754109,dimensions,Kích thước,13x19cm
207754109,dich_gia,Dịch Giả,1980 Books
207754109,book_cover,Loại bìa,Bìa mềm
207754109,number_of_page,Số trang,320
207754109,manufacturer,Nhà xuất bản,Nhà Xuất Bản Công Thương
208565581,book_version,Phiên bản sách,Phiên bản thường
208565581,publisher_vn,Công ty phát hành,NXB Trẻ
208565581,publication_date,Ngày xuất bản,2022-12-01 00:00:00
208565581,dimensions,Kích thước,16 x 24 cm
208565581,dich_gia,Dịch Giả,Trần Thị Ánh Thu
208565581,book_cover,Loại bìa,Bìa mềm
208565581,number_of_page,Số trang,40
208565581,manufacturer,Nhà xuất bản,NXB Trẻ
212992705,book_version,Phiên bản sách,Phiên bản thường
212992705,publisher_vn,Công ty phát hành,Nhã Nam
212992705,dimensions,Kích thước,14 x 20.5 cm
212992705,dich_gia,Dịch Giả,"Cao Việt, Mai Huyền"
212992705,book_cover,Loại bìa,Bìa mềm
212992705,number_of_page,Số trang,339
212992705,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
214493603,book_version,Phiên bản sách,Phiên bản thường
214493603,publisher_vn,Công ty phát hành,Tân Việt
214493603,publication_date,Ngày xuất bản,2022-12-12 00:00:00
214493603,dimensions,Kích thước,"20,5 x 28 cm"
214493603,dich_gia,Dịch Giả,Nguyễn Văn Dũng
214493603,book_cover,Loại bìa,Bìa mềm
214493603,number_of_page,Số trang,90
214493603,manufacturer,Nhà xuất bản,Nhà Xuất Bản Mỹ Thuật
215991146,book_version,Phiên bản sách,Phiên bản thường
215991146,publisher_vn,Công ty phát hành,Thái Hà
215991146,publication_date,Ngày xuất bản,2023-01-01 00:00:00
215991146,dimensions,Kích thước,19 x 21.5cm
215991146,dich_gia,Dịch Giả,Hồ Phương
215991146,book_cover,Loại bìa,Bìa mềm
215991146,number_of_page,Số trang,108
215991146,manufacturer,Nhà xuất bản,Nhà Xuất Bản Công Thương
221223548,book_version,Phiên bản sách,Phiên bản thường
221223548,publisher_vn,Công ty phát hành,Thái Hà
221223548,publication_date,Ngày xuất bản,2023-01-01 00:00:00
221223548,dimensions,Kích thước,15.5x24cm
221223548,dich_gia,Dịch Giả,Nguyễn Bảo Trung
221223548,number_of_page,Số trang,208
221223548,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
225911224,book_version,Phiên bản sách,Phiên bản thường
225911224,publisher_vn,Công ty phát hành,VanLangBooks
225911224,publication_date,Ngày xuất bản,2023-02-01 00:00:00
225911224,dimensions,Kích thước,13x20.5 cm
225911224,dich_gia,Dịch Giả,Chương Ngọc
225911224,book_cover,Loại bìa,Bìa mềm
225911224,number_of_page,Số trang,192
225911224,manufacturer,Nhà xuất bản,Nhà Xuất Bản Hồng Đức
241899722,book_version,Phiên bản sách,Phiên bản thường
241899722,publisher_vn,Công ty phát hành,Alphabooks
241899722,publication_date,Ngày xuất bản,2023-02-01 00:00:00
241899722,dimensions,Kích thước,15.0 x 23.0 cm
241899722,dich_gia,Dịch Giả,Hồ Thu Phương
241899722,book_cover,Loại bìa,Bìa mềm
241899722,number_of_page,Số trang,320
241899722,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
242222402,publisher_vn,Công ty phát hành,Thái Hà
242222402,publication_date,Ngày xuất bản,2023-03-02 16:15:32
242222402,book_cover,Loại bìa,Bìa mềm
242222402,number_of_page,Số trang,332
242222402,manufacturer,Nhà xuất bản,Nhà Xuất Bản Công Thương
243090197,book_version,Phiên bản sách,Phiên bản thường
243090197,publisher_vn,Công ty phát hành,Thái Hà
243090197,publication_date,Ngày xuất bản,2023-02-01 00:00:00
243090197,dimensions,Kích thước,14 x 20.5 cm
243090197,dich_gia,Dịch Giả,Kim Healing Energy
243090197,book_cover,Loại bìa,Bìa mềm
243090197,number_of_page,Số trang,296
243090197,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
244168750,book_version,Phiên bản sách,Phiên bản thường
244168750,publisher_vn,Công ty phát hành,Alphabooks
244168750,publication_date,Ngày xuất bản,2023-03-03 00:00:00
244168750,dimensions,Kích thước,08.0x14.0cm
244168750,book_cover,Loại bìa,Bìa mềm
244168750,number_of_page,Số trang,30
244168750,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
249780113,publisher_vn,Công ty phát hành,Minh Long
249780113,publication_date,Ngày xuất bản,2023-04-04 14:26:39
249780113,dich_gia,Dịch Giả,Nguyễn Ngọc Ưu
249780113,book_cover,Loại bìa,Bìa mềm
249780113,number_of_page,Số trang,252
249780113,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
252456572,book_version,Phiên bản sách,Phiên bản thường
252456572,publisher_vn,Công ty phát hành,Thái Hà
252456572,publication_date,Ngày xuất bản,2023-03-01 00:00:00
252456572,dimensions,Kích thước,14.5x20.5cm
252456572,number_of_page,Số trang,72
252456572,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
262080389,publisher_vn,Công ty phát hành,Alpha Books
262080389,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
262582106,publisher_vn,Công ty phát hành,Nhà sách Tân Việt
262582106,manufacturer,Nhà xuất bản,Nhà Xuất Bản Dân Trí
262646235,book_version,Phiên bản sách,Phiên bản thường
262646235,publisher_vn,Công ty phát hành,Minh Long
262646235,publication_date,Ngày xuất bản,2023-05-01 00:00:00
262646235,dimensions,Kích thước, 14.5 x 20.5 cm
262646235,book_cover,Loại bìa,Bìa mềm
262646235,number_of_page,Số trang,272
262646235,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
263068035,book_version,Phiên bản sách,Phiên bản thường
263068035,publisher_vn,Công ty phát hành,Thái Hà
263068035,dimensions,Kích thước,15.5 x 24 cm
263068035,book_cover,Loại bìa,Bìa mềm
263068035,number_of_page,Số trang,314
263068035,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
263372285,publisher_vn,Công ty phát hành,Minh Long
263372285,publication_date,Ngày xuất bản,2023-04-01 08:26:59
263372285,book_cover,Loại bìa,Bìa mềm
263372285,number_of_page,Số trang,244
263372285,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thanh Niên
270504783,book_version,Phiên bản sách,Phiên bản thường
270504783,publisher_vn,Công ty phát hành,Sky Mommy
270504783,dimensions,Kích thước,14.5cm x 20.5cm
270504783,book_cover,Loại bìa,Bìa mềm
270504783,number_of_page,Số trang,248
270504783,manufacturer,Nhà xuất bản,Nhà Xuất Bản Thế Giới
270660740,book_version,Phiên bản sách,Phiên bản thường
270660740,publisher_vn,Công ty phát hành,Nhà Xuất Bản Kim Đồng
270660740,publication_date,Ngày xuất bản,2019-03-03 00:00:00
270660740,dimensions,Kích thước,18 x  23 cm
270660740,dich_gia,Dịch Giả,Kusumi Hue
270660740,book_cover,Loại bìa,Bìa mềm
270660740,number_of_page,Số trang,48
270660740,manufacturer,Nhà xuất bản,Nhà Xuất Bản Kim Đồng
271223253,publisher_vn,Công ty phát hành,Thái Hà
271223253,publication_date,Ngày xuất bản,2023-07-01 00:00:00
271223253,dimensions,Kích thước,15x23cm
271223253,dich_gia,Dịch Giả,Khải Nguyễn
271223253,book_cover,Loại bìa,Bìa mềm
271223253,number_of_page,Số trang,324
271223253,manufacturer,Nhà xuất bản,Nhà Xuất Bản Lao Động
271903473,language_book,Ngôn ngữ,Tiếng Việt
271903473,publisher_vn,Công ty phát hành,Fahasa
271903473,seller_delivery_method,Phương thức giao hàng Seller Delivery,Nhà bán giao hàng cho khách hàng
271903473,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ Việt Nam
272267675,publisher_vn,Công ty phát hành,Nhã Nam
272267675,publication_date,Ngày xuất bản,2023-09-07 00:00:00
272267675,dimensions,Kích thước,14 x 20.5cm
272267675,dich_gia,Dịch Giả,Ngọc Hân
272267675,book_cover,Loại bìa,Bìa mềm
272267675,number_of_page,Số trang,244
272267675,manufacturer,Nhà xuất bản,Nhà Xuất Bản Phụ Nữ
