authorId,name,slug
4525473,Trâu Hoành Minh,trau-hoanh-minh
5287,Alex Rovira,
459021,Ferrnando Trias De Bes,ferrnando-trias-de-bes
74283,Ngô Đức Vượng,ngo-duc-vuong
47808,George Matthew Adams,george-matthew-adams
25129,Kim Woo Choong,kim-woo-choong
4898919,Lottie Moggach,lottie-moggach
4107,Nguyễn Nhật Ánh,nguyen-nhat-anh
731,J. K. Rowling,j-k-rowling
19615,Cao Minh,cao-minh
3322,Agatha Christie,agatha-christie
3982,Dương Thụy,duong-thuy
4523,Luis Sepulveda,luis-sepulveda
5321,Matt Haig,
363,Haruki Murakami,haruki-murakami
18872,Richard P. Feynman,Richard-P.-Feynman-
112184,Cho Chang - In,cho-chang-in
721,Jane Austen,jane-austen
686,Margaret Mitchell,margaret-mitchell
3974,Nguyễn Ngọc Tư,nguyen-ngoc-tu
8051689,Ocean Vuong,ocean-vuong
22177,Chu Ngọc,chu-ngoc
12434,Trịnh Công Sơn,trinh-cong-son
146329,Fredrik Backman,fredrik-backman
280229,Chân Vĩ,chan-vi
15791,Franz Kafka,franz-kafka
14415,Erich Maria Remarque,erich-maria-remarque
4406,Higashino Keigo,higashino-keigo
6264687,T.J.Klune,t-j-klune
14416,Phạm Lữ Ân,pham-lu-an
290,Đặng Thùy Trâm,dang-thuy-tram
10454,Robert James Waller,robert-james-waller
12042,Bảo Ninh,bao-ninh
1177,Alexandre Dumas,alexandre-dumas
8084327,Duy Văn,duy-van
6507,John Boyne,john-boyne
8159461,Hạ Mer,ha-mer
8167397,Kevin Chen,kevin-chen
8168411,Amanda Huỳnh,amanda-huynh
153407,Minato Kanae,minato-kanae
8170727,TJ Klune,tj-klune
3538,Emily Bronte,emily-bronte
3842,Jeffrey Archer,jeffrey-archer
143701,Douglas Adams,douglas-adams
17820,Winston Groom,winston-groom
4289061,Yoshichi Shimada,yoshichi-shimada
4289063,Saburo Ishikawa,saburo-ishikawa
7243635,Lương Hạnh,luong-hanh
4654931,Lam,lam
8217272,Alena Mornštajnová,alena-morn-tajnova
31557,Nikolai A.Ostrovsky,
8200679,Emma Hạ My,emma-ha-my
8232187,Rebecca Yarros,rebecca-yarros
8237980,Sandra Cýneros,sandra-cyneros
5072,Nguyễn Thị Ngọc Hải,nguyen-thi-ngoc-hai
4292557,José Mauro de Vasconcelos,jose-mauro-de-vasconcelos
3536,Thomas Hardy,thomas-hardy
15228,Thomas Mann,thomas-mann
9345,Hector Malot,hector-malot
8251434,Bối Khách Bang,boi-khach-bang
8252596,Nhất Thế Hoa Thường,nhat-the-hoa-thuong
8253661,Shichiri Nakayama,shichiri-nakayama
20806,Jonas Jonasson,jonas-jonasson
8254260,Harold Schechter,harold-schechter
8254697,Giải Tổng,giai-tong
215763,Phạm Quang Phúc,pham-quang-phuc
663559,Trang Hoàng,trang-hoang
8255213,Đoàn Xuyên từ Đáy Giếng,doan-xuyen-tu-day-gieng
8993,Charlotte Bronte,charlotte-bronte
8201753,An.,an
141,John Grisham,john-grisham
1643,Marc Levy,marc-levy
458057,Gabriel García Márquez,gabriel-garcia-marquez
5266717,23thang12,23thang12
8258932,Jonathan Santlofer,jonathan-santlofer
13932,Phan Thị Vàng Anh,phan-thi-vang-anh
190267,Simon Winchester,simon-winchester
532751,  Agatha Christie,agatha-christie
33040,Nguyễn Trương Thiên Lý,nguyen-truong-thien-ly
4794,Chu Lai,chu-lai
8217893,Lily Trương,lily-truong
3311,Edith Wharton,edith-wharton
8260123,Đặng Ngọc Hưng,dang-ngoc-hung
33624,Bích Nga,bich-nga
8260961,Nhị Nguyệt Trúc,nhi-nguyet-truc
8163353,Fuminori Teshima,fuminori-teshima
8261934,Thomas schlesser,thomas-schlesser
14623,Benjamin Franklin,benjamin-franklin
1646,Khaled Hosseini,khaled-hosseini
10875,Henryk Sienkiewicz,henryk-sienkiewicz
17250,Andrea Hirata,andrea-hirata
9173,Paulo Coelho,paulo-coelho
12421,William Golding,william-golding
187039,Madeline Miller,madeline-miller
3341,Colleen Mccullough,colleen-mccullough
14369,Trần Thế Pháp,tran-the-phap
8224955,Valérie Perrin,valerie-perrin
700925,Delia Owens,delia-owens
288717,Paul Kalanithi,paul-kalanithi
167967,Thảo Thảo,thao-thao
3529,Kazuo Ishiguro,kazuo-ishiguro
202343,Mèo W,meo-w
318,Ayn Rand,ayn-rand
13301,W. Bruce Cameron,w-bruce-cameron
10113,Ray Bradbury,ray-bradbury
12266,Thomas Harris,thomas-harris
149125,Khailed Hosseini,khailed-hosseini
10480,La Quán Trung,la-quan-trung
153647,André Aciman,andre-aciman
